filename,keys,requirement
1999 - tcs.txt,G.D9.3.13.1.22,The TCS shall provide access to the DII Style Manager so that pointing device characteristics can be modified.
1999 - tcs.txt,G.D9.3.13.1.23,The shall provide the functionality to have a maximum delay time of 1 second from operator command to system acknowledgement and response.
1999 - tcs.txt,G.D9.3.13.1.24,"The TCS shall provide a capability for porting an off-the-shelf, complex control joystick with multiple toggle and multi-position switches as part of the TCS hardware suite."
1999 - tcs.txt,G.D9.3.13.1.25,"The TCS shall use graphical representation s to convey information, such as system status, C4I links, and AV-GDT links."
1999 - tcs.txt,G.D9.3.13.1.26,The TCS shall provide for multi-level information display tailoring by the operator.
1999 - tcs.txt,G.D9.3.13.1.27,"The TCS shall provide automated TCS system information, control options, and logical & simple operator guidance and support for immediate and adaptive responding to crisis situations."
1999 - tcs.txt,G.D9.3.13.1.28,The TCS shall provide maximum automated system software support to system status monitoring and alerting of the TCS operator when a preset system parameter goes under as well as over a set threshold.
1999 - tcs.txt,G.D9.3.13.1.29,"The TCS shall provide the necessary processing, display, and control capabilities to ensure dynamic situational awareness input to the TCS operator."
1999 - tcs.txt,G.D9.3.13.1.30,"The TCS shall minimize alphanumeric data display in favor of graphic, pictorial information display"
1999 - tcs.txt,G.D9.3.13.1.31,"The TCS HCI shall provide unambiguous AV and payload control and status feedback indicators to ensure safe, efficient operations of two AVs and their payloads by a single TCS station."
1999 - tcs.txt,G.D9.3.13.1.32,"The TCS shall provide for a specific icon shape on a constant contrast background, as well as other visual information coding mechanisms, to cue the TCS operator regarding which UAVs are under his or her primary control."
1999 - tcs.txt,G.D9.3.13.1.33,The TCS HCI shall provide the capability to select and amplify an object and point on a map as well as payload screen.
1999 - tcs.txt,G.D9.3.13.1.34,The TCS HCI shall provide coarse and fine payload control capabilities directly on the payload screen.
1999 - tcs.txt,G.D9.3.13.1.35,The TCS HCI shall display the SAR imaging swath on the map display. The TCS HCI shall provide the on-screen capability to select and efficiently move as well as  reorient a previously defined SAR imaging swath.
1999 - tcs.txt,G.D9.3.13.1.36,The TCS HCI shall provide the capability to lock onto and hold a coordinate point on the payload imagery window .
1999 - tcs.txt,G.D9.3.13.1.37,"The TCS HCI shall provide the capability to display operator definable “Lock Out” zones around waypoints, Launch and Recovery Point (LRP), as well as any selected point on the AV flight path."
1999 - tcs.txt,G.D9.3.13.1.38,The TCS HCI shall provide for a rapid means to cancel aural warnings.
1999 - tcs.txt,G.D9.3.13.1.39,"The TCS HCI shall provide for separation, grouping, and visual coding of multiple categories of alerts, to include Warnings, Cautions, and Advisories."
1999 - tcs.txt,G.D9.3.13.1.40,"The TCS HCI shall provide for visual Warnings, Cautions, and Advisories to be displayed at or near the center of the field of view, i.e., within a 30o cone, of all monitors in a TCS system."
1999 - tcs.txt,G.D9.3.13.1.41,"For AV safety as well as mission-critical Warnings, the TCS HCI shall provide a default selection as well as an override option, along with a selection of adaptive responses, and the minimum information necessary to assist the operator in responding quickly and adaptively to the emergency."
1999 - tcs.txt,G.D9.3.13.1.42,"The TCS HCI shall provide for on-screen information to include, as a minimum,  overlays, headers, cursors, alphanumeric annotation, waypoints, crosshairs, designed to be visible against the complete spectrum of map and payload video backgrounds."
1999 - tcs.txt,G.D9.3.13.1.43,"The TCS HCI shall provide continuously-available, on-screen control functions for time and mission-critical operations, to include as a minimum print, freeze, declassification, mark VCR, declutter, cease RF transmission."
1999 - tcs.txt,G.D9.3.13.1.44,The TCS HCI shall provide for the capability to automatically designate target locations from the payload screen onto the map screen.
1999 - tcs.txt,G.D9.3.14.1,"Formal training programs shall not be required for TCS Phase 1, Program definition and Risk Reduction. Trained and proficient personnel from the Original Equipment Manufacturers, Government Engineering Teams, supporting Contractors, and Military Personnel will support the operation and maintenance of the demonstration system equipment throughout Phase 1."
1999 - tcs.txt,G.D9.3.14.2,"TCS training and training support shall include the processes, procedures, techniques, training devices and equipment to train civilian, active duty and reserve military personnel to operate and support the TCS system. This will include: individual and crew training; new equipment training; initial, formal, and on-the-job training. TCS training will strike a balance between institutional, new equipment and unit training."
1999 - tcs.txt,G.D9.3.14.3,"The TCS system shall provide, for the operator and maintainer, an embedded or add-on interactive training courseware with self-paced instruction, duplicating UAV flight performance characteristics, capabilities, and limitations. The OUTRIDER TCS system shall be compatible with the U.S. Army Intelligence and Electronic Warfare Tactical Proficiency Trainer as an objective."
1999 - tcs.txt,G.D9.3.14.4,The interactive courseware training capability for TCS shall be developed during Phase I and introduced to the user during scheduled demonstrations and tests.
1999 - tcs.txt,G.D9.3.14.5,"The training capability for performance of TCS functions shall include primary mission (flight route/payload) planning, mission control and monitoring, imagery processing, tactical communications, AV control communications and TCS system on line diagnostics. This capability will be qualified and improved during Phase I based upon use and feedback from qualified operators and users demonstrating TCS system equipment throughout Phase I. Instructional support materials and training courseware for classroom discussion and lecture will be developed to support institutional, new equipment training and unit training."
1999 - tcs.txt,G.D9.3.14.5,"The TCS shall provide the functional capability to train in the operation of the TCS system, performance of TCS UAV functions, and on line system troubleshooting."
1999 - tcs.txt,G.D9.3.14.6,"TCS system training shall include system architecture, component familiarization, and system startup, initialization, system recovery and shutdown."
1999 - tcs.txt,G.D9.3.14.7,The TCS system shall not support formal Training operations concurrent with the execution of an actual mission. The capability for the conduct of actual communications processing concurrently with
1999 - tcs.txt,G.D9.3.14.8,Training operations shall be provided if and only if messages are identified as training messages.
1999 - tcs.txt,G.D9.3.14.9,Training shall be adequate to maintain operator and maintainer skills and proficiencies.
1999 - tcs.txt,G.D9.3.14.10,TCS shall record operator and maintainer actions for self-assessment and performance enhancement.
1999 - tcs.txt,G.D9.3.14.11,Operator and maintainer performance shall be measurable using parameters retrievable from the TCS to determine proficiency levels.
1999 - tcs.txt,G.D9.3.15.0.1,Support for the TCS shall be in accordance with the Integrated Logistical Support Plan (ILSP) and the maintenance concepts and policies of the individual Services.
1999 - tcs.txt,G.D9.3.15.0.2,All TCS Operator Manuals and Technical Manuals shall be verified and validated prior to initial operational test.
1999 - tcs.txt,G.D9.3.15.0.3,TCS transport and storage containers shall be reusable and enable the operators to set-up equipment within the established timelines in their ORDs.
1999 - tcs.txt,G.D9.3.15.0.3,"The TCS shall adhere to DoD regulations and policy governing military standards for logistics, Petroleum, Oil and Lubricants (POL), Test, Measurement, and Diagnostic Equipment (TMDE), tools, and other support items."
1999 - tcs.txt,G.D9.3.15.0.4,"Standard tools, TMDE, repair parts, and lubricants shall be used to maintain the TCS. Exceptions shall be considered on a case by case basis."
1999 - tcs.txt,G.D9.3.15.0.5,Each Service shall support the TCS as part of the UAV system which is organic to them.
1999 - tcs.txt,G.D9.3.15.0.6,The TCS shall be maintained in accordance with the UAV ORD for that Service and the level of repair analysis for the hardware chosen.
1999 - tcs.txt,G.D9.3.15.0.7,A TCS support and fielding package shall be developed and available for operational testing.
1999 - tcs.txt,G.D9.3.15.0.8,The TCS shall be maintained in accordance with Services’  approved UAV maintenance concepts and procedures.
1999 - tcs.txt,G.D9.3.15.0.9,"To the maximum extent possible, general purpose test equipment (GPTE) and common tools resident in each service shall be used to perform all corrective and preventative maintenance at all authorized levels of maintenance."
1999 - tcs.txt,G.D9.3.15.0.10,"Tools and test equipment required to maintain the TCS but not resident in each service inventory shall be identified as special tools and special purpose test equipment (SPTE), respectively, and kept to a minimum."
1999 - tcs.txt,G.D9.3.15.0.11,The environmental support required by the TCS shall be at least the same as that required for the respective UAV System.
1999 - tcs.txt,G.D9.3.15.0.12,Basing for the system will follow the plan for UAV units and service command echelon requirements as delineated in the ORD.
1999 - tcs.txt,G.D9.3.15.1.0.1,The TCS shall meet the deployment criteria for the organic unit to which it is assigned.
1999 - tcs.txt,G.D9.3.15.1.0.2,The TCS shall be transported into the theater as an organic component of the operational UAV system being deployed.
1999 - tcs.txt,G.D9.3.15.1.0.3,"TCS transportation in theater for Army and Marine Corps systems shall be by ground, air, as well as rail transportable."
1999 - tcs.txt,G.D9.3.15.1.0.4,"For the Air Force, TCS transportation to the theater shall be by air. Within the theater, the USAF GCS shall be capable of being moved around an established airfield."
1999 - tcs.txt,G.D9.3.15.1.1,The TCS shall be ground transportable.
1999 - tcs.txt,G.D9.3.15.1.2,The TCS shall be air transportable by helicopter (CH-47/CH-53D) and C-130 drive-on/drive-off capable.
1999 - tcs.txt,G.D9.3.15.1.3,The TCS shall be sea transportable.
1999 - tcs.txt,G.D9.3.15.1.4,The TCS shall be rail transportable.
1999 - tcs.txt,G.D9.3.15.1.5.1,"The TCS shall be configurable for sea, ground, as well as air transport in 2 hours or less."
1999 - tcs.txt,G.D9.3.15.1.5.2,"The TCS system shall be capable of being de-configured from sea, ground, as well as air transport and ground-mobile in 2 hours or less."
1999 - tcs.txt,G.D9.3.16.1,The TCS shall have an objective capability to be integrated and operated from tactical and command and control aircraft.
1999 - tcs.txt,G.D9.3.16.2,The TCS shall have an objective capability to be integrated and operated from submarines.
1999 - tcs.txt,G.D9.3.16.3,The TCS shall have a capability to be integrated and operated from land based platforms.
1999 - tcs.txt,G.D9.3.16.4,The TCS shall have an objective capability to be integrated and operated from ships.
2000 - Barrel.txt,G.D10.3.1.0.1,The CMA shall be able to process digital signals from RPC chambers FE or from aCMA trigger output.
2000 - Barrel.txt,G.D10.3.1.0.2,"The CMA shall be programmable and able to perform the low-pt or the high-pt algo-rithms. The low-pt algorithm shall use information from two doublets, while thehigh-pt will use one doublet plus one CMA trigger output."
2000 - Barrel.txt,G.D10.3.1.0.3,"The CMA shall perform one trigger algorithm (low-pt or high-pt), for three indepen-dent programmable Pt thresholds."
2000 - Barrel.txt,G.D10.3.1.0.4,"The latency of the CMA trigger pipeline shall be as short as possible and shall notexceed 2 BC periods, measured from signal input to trigger output buffers."
2000 - Barrel.txt,G.D10.3.1.0.5,"The trigger latency of the CMA shall be ﬁxed, not depending on the amount of incom-ing data."
2000 - Barrel.txt,G.D10.3.1.0.6,The CMA shall be able to perform the data readout of RPC chambers
2000 - Barrel.txt,G.D10.3.1.0.7,The CMA shall contain LVL1 latency and derandomizer buffers.
2000 - Barrel.txt,G.D10.3.1.0.8,The CMA shall be able to time tag incoming hits with a precision of 1/8 of the BCperiod.
2000 - Barrel.txt,G.D10.3.1.0.9,"The CMA shall contain the following external communication links:- A serial conﬁguration link- A dedicated link to transmit the readout data.- Dedicated signal lines to interface to the TTC system (L1A, BCR, ECR, 40.08 MHzmachine clock)."
2000 - Barrel.txt,G.D10.3.1.0.10,"The CMA shall be able to ﬂag internal malfunction, due for example to SEUs, on dedicated output lines."
2000 - Barrel.txt,G.D10.3.2.0.1,the maximum power dissipation of the CMA per input channel shall not exceed 5 mW(1W total).
2000 - Barrel.txt,G.D10.3.2.0.2,the CMA initialization control path shall be independent from the readout path.
2000 - Barrel.txt,G.D10.3.2.0.3,It shall be possible to test the logic in the CMA by comparing the output data with the expected values while test data are being fed into the system at full speed.
2000 - Barrel.txt,G.D10.3.2.0.4,"it shall be possible to operate the CMA in step mode, generating clock cycles one at atime, under control of diagnostic inputs."
2000 - Barrel.txt,G.D10.3.2.0.5,The use of JTAG in the CMA shall be implemented for boundary scan tests only.
2000 - Barrel.txt,G.D10.3.2.0.6,The I2C protocol shall be used as the initialization data path.
2000 - Barrel.txt,G.D10.3.2.0.7,"The CMA has to be implemented in a rad tolerant technology, allowing for a safety factor of 5 compared to the expected radiation levels, and assuming 10 years of operation,for the total dose values shown in chapter 2.5, according to [6]."
2000 - Barrel.txt,G.D10.3.2.0.9,Redundancy or special coding on the main control registers shall be applied to improve hardness to SEE.
2000 - Barrel.txt,G.D10.3.1.1.1,"The CMA shall retain in “pipeline” memories, during the latency of the LVL1 trigger,information required to monitor the device during standard operation."
2000 - Barrel.txt,G.D10.3.1.1.2,"The size of the pipeline memory shall be ﬁxed, at the maximum latency of 2.5 µs."
2000 - Barrel.txt,G.D10.3.1.1.3,"For LVL1 selected events, the information discussed in CMA_RO_1 shall be retainedin derandomizing buffer memories"
2000 - Barrel.txt,G.D10.3.1.1.4,"The CMA will be designed as to be able to transfer readout data serially, onpoint-to-point links."
2000 - Barrel.txt,G.D10.3.1.1.5,Zero suppression shall be applied to the data prior to transmission to the PAD.
2000 - Barrel.txt,G.D10.3.1.1.6,"In the operation described in CMA_RO_1, it must be possible to send information forseveral consecutive bunch crossings around the triggered one, the extent of the timeframe shall be programmable up to a maximum time frame lenght of 5 BCs."
2000 - Barrel.txt,G.D10.3.1.1.7,"the CMA shall be able to accept two different LVL1_A which are separated by a minimum interval of 3 BCs, i.e. two consecutive LVL1_A will be separated by a time interval of at least 2 BC periods."
2000 - Barrel.txt,G.D10.3.1.1.8,"The bandwidth requirement of the readout system is evaluated allowing for the follow-ing: standard time frame lenght, 100 kHz LVL1 rate, occupancy of 0.5 % per BC(safety factor of 5 at the highest expected luminosiy)"
2000 - Barrel.txt,G.D10.3.1.1.9,the size of the derandomizing memories shall be sufﬁciently large to allow for less than 0.01% loss of data under standard operating conditions.
2000 - Barrel.txt,G.D10.3.1.1.10,Data in the derandomizing buffers shall be tagged with the FE_L1ID and FE_BCIDvalues reconstructed by the TTC system signals.
2000 - Barrel.txt,G.D10.3.1.1.11,"for LVL1 selected events, the information discussed in CMA_RO_1 has to transferred to the PAD board; the latency in trasferring the data shall not exceed 1 ms."
2000 - Barrel.txt,G.D10.3.1.1.12,the CMA derandomizing memory shall not change the order of events transferred to PAD boards. The events transferred to the PAD board shall be ordered by L1ID.
2000 - Barrel.txt,G.D10.3.1.1.13,the CMA shall generate a CMA_BUSY signal if a derandomizing buffer is nearly full.
2000 - Barrel.txt,G.D10.3.1.1.14,"during the initialization phase, CMA_BUSY signal shall be asserted until initializationis completed."
2000 - Barrel.txt,G.D10.3.1.1.15,it shall be possible to read back the parameters used to deﬁne the conﬁguration andoperation of the CMA.
2000 - Barrel.txt,G.D10.3.1.1.16,"it shall be possible to buffer up to 16 L1IDs and relative BCIDs, while serializing datafor a speciﬁc event."
2000 - Barrel.txt,G.D10.3.1.1.17,"the CMA will be able to receive an external transmit off signal (XOFF), to control thereadout data ﬂow."
2000 - Barrel.txt,G.D10.3.1.3.1,"The CMA coincidence logic shall be composed of a set of identical cells arranged in aCoincidence Matrix. The details of the basic cell, similar to the demonstrator ASIC areshown in Figure 4."
2000 - Barrel.txt,G.D10.3.1.3.2,The CMA shall be able to capture signals from the FE discriminators of 12 ns width
2000 - Barrel.txt,G.D10.3.1.3.3,The CMA shall provide a system for aligning in time the data from different FE boards (octects of FE signals)
2000 - Barrel.txt,G.D10.3.1.3.4,"The CMA shall be programmable to be able to stretch groups of signals at the input ofthe Coincidence blocks in the 6 ns - 25 ns range, in steps of 1/8 of the BC period."
2000 - Barrel.txt,G.D10.3.1.3.5,"The CMA shall be able to decluster hit patterns before applying the Low-Pt and HighPt algorithms, as shown in Figure 4"
2000 - Barrel.txt,G.D10.3.1.3.6,The CMA shall be contain local coincidence logic (Preprocessing) within a doublet.The Preprocessing will take into account local bending and misalignement between layers (see Figure 5 ).
2000 - Barrel.txt,G.D10.3.1.3.7,"the CMA shall provide the Pt value of the muon candidate, if any, passing the highest Pt threshold."
2000 - Barrel.txt,G.D10.3.1.3.8,The CMA shall be programmable and able to ﬂag muons found in regions of overlapping chambers.
2000 - Barrel.txt,G.D10.3.1.3.9,"The CMA shall provide signals described in CMA_TB_6 and CMA_TB_7, on a dedi-cated parallel output port at the BC frequency of 40 MHz."
2000 - Barrel.txt,G.D10.3.1.3.10,The individual Pt thresholds coincidence windows shall be programmable with thegranularity of one strip.
2000 - Barrel.txt,G.D10.3.1.3.11,the CMA shall permit individual strips to be disabled
2000 - Barrel.txt,G.D10.3.1.3.12,"the CMA shall permit individual inputs to be enabled, in order to allow for missingstrips or layers in the trigger chambers, to be able to raise the geometric acceptance ofthe L1MT in regions of poor acceptance."
2000 - Barrel.txt,G.D10.3.1.3.13,The CMA matrix size will be sufﬁciently large as to contain trigger losses due to itsﬁnite size below 1% at the nominal low-Pt and high-Pt cutoffs.
2000 - Barrel.txt,G.D10.3.1.3.14,"The CMA shall be able to mask signals arriving in a programmable time windowwithin the BC, in steps of 1/8 of BC period."
2000 - Barrel.txt,G.D10.3.1.3.15,The CMAshallcontainaprogrammablemajoritylogicrequiring3/4layersinthecoin-cidence logic.
2000 - Barrel.txt,G.D10.3.1.3.16,"The CMA shall output the trigger pattern of the most signiﬁcant threshold keeping thetiming information of the coincidence, of 1/8th of a BC."
2000 - Barrel.txt,G.D10.3.5.1,"the width of input FE signals will be larger that 12 ns, at the input of the CMA(CMA_TB_1)."
2000 - Barrel.txt,G.D10.3.5.2,Octects of FE signals arriving at the CMA shall come aligned in time within a maxi-mum time spread of 1 ns.
2000 - Barrel.txt,G.D10.3.5.3,"The TTC system shall provide the standard signals to the CMA: 40 MHz clock,LVL1A, BC, BCR."
2000 - Barrel.txt,G.D10.3.5.4,The PAD system shall be organised such that it will be possible to synchronise theCMA outputs in respect to each other.
2000 - Barrel.txt,G.D10.3.5.5,The global LVL1 trigger system will guarantee that no more than 16 LVL1_A willoccur in a given 16 µs period
2000 - Barrel.txt,G.D10.3.5.6,"a time window will be provided by the CTP at periodic intervals, through the TTC, during which there will be no L1A signals, this will allow for emptying the derandomizer buffers and reset the BCID counter with the BCR signal."
2000 - Barrel.txt,G.D10.3.5.7,"the layout of the RPC chambers shall avoid that two CMA share the same gas volume,in order to minimize double counting of muons due to effects of cluster sizes."
2000 - Barrel.txt,G.D10.3.6.1,The Very large scale Integration Hardware Description Language (VHDL) will be used for simulation and synthesis.
2000 - Barrel.txt,G.D10.3.6.2,The design shall be parametrized.
2000 - Barrel.txt,G.D10.3.6.3,"The VHDL code shall be RTL-level, encapsulating in speciﬁc design libraries theTechnology-dependent components."
2000 - Barrel.txt,G.D10.3.6.4,"An high level programming language with details of the CMA (or more generally forall the component parts of the LVL1 Barrel Muon trigger system), shall be made available from the CMA developers for test vector generator and for the physics trigger simulation."
2000 - nasa x38.txt,G.D11.3.2.1.1,"Whenever a power-on reset occurs, System Initialization shall [SRS194] perform the following functions."
2000 - nasa x38.txt,G.D11.3.2.1.2,"As part of System Initialization , the Boot ROM shall [SRS234] be configured to, after completing IBIT, call the manufacturer-supplied VxWorks Board Support Package (BSP) initialization software followed by a call to the FTSS System Initialization software."
2000 - nasa x38.txt,G.D11.3.2.1.3,System Initialization shall [SRS014] initiate the watchdog timer.
2000 - nasa x38.txt,G.D11.3.2.1.4,"System Initialization shall [SRS292] enable and reset the processor’s watchdog timer such that, in the absence of a fault, the watchdog timer does not expire and reset the processor.."
2000 - nasa x38.txt,G.D11.3.2.1.5,System Initialization shall [SRS008] synchronize the FCP virtual group in the presence of a power on skew of 2.5 seconds.
2000 - nasa x38.txt,G.D11.3.2.1.6,"System Initialization shall [SRS010] configure the FCP virtual group to use all available synchronized processors, if at least 3 of the 5 FCRs are active."
2000 - nasa x38.txt,G.D11.3.2.1.7,"If any of the FCP processors are not synchronized, System Initialization in the surviving triplex shall [SRS177] attempt to sync with the failed FCP."
2000 - nasa x38.txt,G.D11.3.2.1.8,"If the failed FCP processor has not synced in 2.5 seconds after the surviving triplex has detected the loss of the FCP, then the surviving triplex shall [SRS178], within 1 second, send a single voted VMEbus reset through the NE to the failed FCP."
2000 - nasa x38.txt,G.D11.3.2.1.9,System Initialization shall [SRS011] align processor state and congruent aligned memory locations.  Processor state includes all registers.  It also includes those timers used by FTSS.
2000 - nasa x38.txt,G.D11.3.2.1.10,The FCP shall [SRS296] configure ICP simplex virtual groups for each channel in the FCP virtual group.
2000 - nasa x38.txt,G.D11.3.2.1.11,"The FCP shall [SRS297] wait up to 15 seconds, after configuring the ICP virtual groups, for communication to start from the ICP.  The application can use this time on the ICP to initialize I/O boards."
2000 - nasa x38.txt,G.D11.3.2.1.12,"System Initialization shall [SRS215] call an application initialization function to allow the application to (at least) create tasks, create communication sockets, initialize the vehicle mode, and initialize memory alignment allowance."
2000 - nasa x38.txt,G.D11.3.2.1.13,"The FCP shall [SRS221], after application initialization is complete, send an FCP Ready Sync message to the ICP"
2000 - nasa x38.txt,G.D11.3.2.1.14,The FCP shall [SRS189] wait up to 2.5 seconds (from the sending of the FCP Ready Sync) for the ICP Ready signal.  Note that FTSS will not fail the FCR if this signal is not received within this time.  FTSS will wait until the normal ICP presence test fails.
2000 - nasa x38.txt,G.D11.3.2.1.15,"The FCP shall [SRS243], if the NEFU ICP fails to send its ICP Ready signal, mask out that ICP, but continue to use the NE."
2000 - nasa x38.txt,G.D11.3.2.1.16,"System Initialization shall [SRS199], when all other activities are completed, start the 50 Hz timer and enable the timer interrupt.  This will allow the interrupt handler to initiate normal activities."
2000 - nasa x38.txt,G.D11.3.2.1.17,"System Initialization, from hardware reset to starting of the 50 Hz timer, shall [SRS015] take no longer than 1.5 minutes."
2000 - nasa x38.txt,G.D11.3.2.2.1.1,The scheduler shall [SRS017] provide an API call to install a task into a rate group. The API call is invoked during system initialization.
2000 - nasa x38.txt,G.D11.3.2.2.1.2,The scheduler shall [SRS196] support up to 20 tasks per rate group.
2000 - nasa x38.txt,G.D11.3.2.2.1.3,The scheduler shall [SRS018] provide an API call to install a rate group into a vehicle mode at system initialization.
2000 - nasa x38.txt,G.D11.3.2.2.1.4,The scheduler shall [SRS197] support up to 3 rate groups per vehicle mode.
2000 - nasa x38.txt,G.D11.3.2.2.1.5,The scheduler shall [SRS195] support up to 5 vehicle modes.
2000 - nasa x38.txt,G.D11.3.2.2.1.6,The FTSS software shall [SRS002] provide the identical services in all vehicle modes.
2000 - nasa x38.txt,G.D11.3.2.2.1.7,The scheduler shall [SRS019] provide an API call for an FCP application task to alert the scheduler of a vehicle mode change.
2000 - nasa x38.txt,G.D11.3.2.2.1.8,The scheduler shall [SRS020] complete the change from one vehicle mode to the next within 1.02 seconds. There is up to a full major frame from notification of an impending mode change to acting on it in minor frame 0 of the next major frame plus the time it takes during the next minor frame 0 to switch tasking.
2000 - nasa x38.txt,G.D11.3.2.2.1.9,The scheduler shall [SRS021] process vehicle mode changes during minor frame 49.
2000 - nasa x38.txt,G.D11.3.2.2.1.10,"The scheduler shall [SRS022] execute cyclic tasks, providing an API call to allow the application to block until its next iteration."
2000 - nasa x38.txt,G.D11.3.2.2.1.11,The scheduler shall [SRS024] execute as the highest priority FTSS or application task in the system.
2000 - nasa x38.txt,G.D11.3.2.2.1.12,The scheduler shall [SRS025] keep a minor frame count from 0 to 49.
2000 - nasa x38.txt,G.D11.3.2.2.1.13,"The scheduler shall [SRS027] give tasks priority values according to their rate - the higher the rate, the higher the priority."
2000 - nasa x38.txt,G.D11.3.2.2.1.14,"The scheduler shall [SRS028] detect 50 Hz, 10 Hz and 1 Hz rate group over-runs."
2000 - nasa x38.txt,G.D11.3.2.2.1.15,The scheduler shall [SRS029] report rate group over-runs to the application via an API service for incorporation in the telemetry data stream.
2000 - nasa x38.txt,G.D11.3.2.2.1.16,The scheduler shall [SRS216] provide an API call to specify which task was running within the rate group which over-ran.
2000 - nasa x38.txt,G.D11.3.2.2.1.17,The scheduler shall [SRS030] provide a mechanism to inform a task when it did not complete during the previous frame and restart it at the beginning of the task.
2000 - nasa x38.txt,G.D11.3.2.2.1.18,The scheduler shall [SRS181] set the 50 Hz interval timer to a count down value so as to cause the next minor frame interrupt at 20 msec from the previous interrupt congruently in all operational FCPs.
2000 - nasa x38.txt,G.D11.3.2.2.1.19,The scheduler shall [SRS032] issue a 50 Hz interrupt to the ICPs by means of a VMEbus IRQ5 interrupt.
2000 - nasa x38.txt,G.D11.3.2.2.1.20,The scheduler shall [SRS191] issue the 50 Hz interrupt to all the ICPs with a skew no greater than 330 microseconds.
2000 - nasa x38.txt,G.D11.3.2.2.1.21,"The scheduler shall [SRS033] send the minor frame number, vehicle mode, mission elapsed time (MET), and separation elapsed time (SEP) to the ICP prior to the 50 Hz interrupt. Note: The NE unique identifier (NE ID) is available to the ICPs via the ftss_my_icp() API call."
2000 - nasa x38.txt,G.D11.3.2.2.1.22,"The scheduler shall [SRS034] take no longer than 1 millisecond to execute scheduler and Time Services FTSS overhead tasks in each rate group.  This means that the time from the 50 Hz timer interrupt to the start of the first task in the 50 Hz rate group will be less than or equal to 1 millisecond, assuming 27 packets of data need to be delivered."
2000 - nasa x38.txt,G.D11.3.2.2.1.23,The FTSS software shall [SRS278] provide an API call that provides the application program the minor frame number.
2000 - nasa x38.txt,G.D11.3.2.2.2.1,"The scheduler shall [SRS035] provide rate groups that execute at 50 Hz, 10 Hz and 1 Hz., with a drift rate no greater than 50 microseconds per second, and with a jitter no greater than 330 microseconds."
2000 - nasa x38.txt,G.D11.3.2.2.2.2,The scheduler shall [SRS037] provide a method to schedule tasks at a set rate and in a set order within the rate group.
2000 - nasa x38.txt,G.D11.3.2.2.2.3,The scheduler shall [SRS198] execute all the tasks in each of the rate groups that have been installed in the current mode.
2000 - nasa x38.txt,G.D11.3.2.2.2.4,The scheduler shall [SRS039] rely on the order used in adding tasks to a rate group to determine the task priorities.
2000 - nasa x38.txt,G.D11.3.2.2.2.5,"The scheduler shall [SRS042] provide a method for a task to be scheduled as a 50 Hz ""helper"" task for source congruency input exchanges and voted output exchanges that starts in a particular minor frame but runs only during every 5th or 50th minor frame, effectively running at a lower, sub-rate, 10 Hz or 1 Hz, respectively."
2000 - nasa x38.txt,G.D11.3.2.2.2.6,The scheduler shall [SRS270] provide a task deadline capability that allows the application to specify which minor frame a task should start in and finish in.
2000 - nasa x38.txt,G.D11.3.2.2.3.1,"Upon the occurrence of an exception of either kind (hardware or software), the FCP shall [SRS172] make the error type available to the application, via an API service, for incorporation in the telemetry stream and include all context data relevant to the exception, namely the contents of the Machine State Register (MSR), and the machine status Save/Restore Registers (SRR0 & SRR1)."
2000 - nasa x38.txt,G.D11.3.2.2.3.2,The scheduler shall [SRS031] provide a mechanism for a task optionally to define a user written software-exception-handling routine that runs in the context of the task.
2000 - nasa x38.txt,G.D11.3.2.2.3.3,"For hardware exceptions and reserved exceptions, the FTSS shall [SRS276] make the error type and its context data available to the application, then return from the exception handler to the task that was running when the exception occurred."
2000 - nasa x38.txt,G.D11.3.2.2.3.4,"For software exceptions occurring within the FTSS, the FTSS shall [SRS277] make the error type and its context data available to the application, then restart the offending task at its beginning."
2000 - nasa x38.txt,G.D11.3.2.2.3.5,"For other software exceptions, regardless of whether or not a user written exception handling routine is invoked, if an exception occurs, the scheduler shall [SRS173], after making available the error type and context data to the application, resume processing (after the exception-handling routine runs, if provided) at the initialization point of the offending task."
2000 - nasa x38.txt,G.D11.3.2.2.3.6,"For software exceptions occurring during Startup, FTSS shall [SRS301] issue a VME reset to the FCR in which the exception occurred."
2000 - nasa x38.txt,G.D11.3.2.4.0.1,"Communication services shall [SRS047] provide ""synchronous"" message passing services in the form of ""message queues""."
2000 - nasa x38.txt,G.D11.3.2.4.0.2,"Communication services shall [SRS048] provide ""immediate"" message passing services in the form of ""pipes"". ""Pipes"" provide fast data throughput between virtual groups or within a virtual group when minimal data latency is necessary."
2000 - nasa x38.txt,G.D11.3.2.4.0.3,"Communication services shall [SRS049] provide the capability to ""broadcast"" messages to all virtual groups."
2000 - nasa x38.txt,G.D11.3.2.4.0.4,"Communication services shall [SRS050] restrict the use of ""immediate"" message passing services between virtual groups (from FCP to ICP) to tasks running in the highest rate group on the FCP. This restriction does NOT apply to the ICPs since they are running as simplex VGs."
2000 - nasa x38.txt,G.D11.3.2.4.0.5,Communication services shall [SRS051] detect message passing between application tasks living on the same virtual group and bypass the usage of the network element.
2000 - nasa x38.txt,G.D11.3.2.4.0.6,Communication services shall [SRS052] route messages to the proper virtual group(s) and socket.
2000 - nasa x38.txt,G.D11.3.2.4.0.7,Communication services shall [SRS053] deliver messages in the same order at each member of a virtual group.
