4.1.6.101	The Clarus  system shall implement quality checking processes as soon as data become available.
4.11.24.239	The Clarus  program standards shall support multiple methods of data delivery to users.
4.11.24.305	The Clarus  program shall maintain a comprehensive Clarus  system test environment.
4.11.24.311	The Clarus  program shall test all software changes in the designated test environment before deployment to production.
4.11.24.315	The Clarus  program shall test all hardware changes in the designated test environment before deployment to production.
4.11.24.601	The Clarus  program shall operate the Clarus  system according to its published IT Security Plan.
4.11.24.605	The Clarus  program shall operate according to Government IT security requirements as outlined in OMB Circular A-130, Management of Federal Information Resources, Appendix III, Security of Federal Automated Information Resources. Contract     H
4.11.24.611	The Clarus  program shall operate according to Government IT security requirements as outlined in the National Institute of Standards and Technology (NIST) Guidelines, Departmental Information Resource Management Manual, and associated guidelines. Contract     H
4.11.24.615	The Clarus  program shall operate according to Government IT security requirements as outlined in U.S. DOT Order 1630.2B, Personnel Security Management.
4.11.24.805	Weather service providers shall be able to use Clarus  data to provide localized special weather products.
4.11.24.811	Public agency maintenance and construction personnel shall be able to use the Clarus  system to obtain environmental conditions.
4.11.24.815	Rail system personnel shall be able to use the Clarus  system to obtain environmental conditions.
4.11.24.823	Transit personnel shall be able to use the Clarus  system to obtain environmental conditions.
4.11.24.825	The freight community shall be able to use the Clarus  system to obtain environmental conditions.
4.11.24.827	Emergency management and public safety personnel shall be able to use the Clarus  system to obtain environmental conditions.
4.11.24.905	The Clarus  program shall maintain information about data providers.
4.11.24.910	The Clarus  program shall maintain metadata about each data provider's network.
4.11.24.915	The Clarus  program shall maintain information about data provider redistribution restrictions.
4.11.24.921	The Clarus  program shall maintain information about service providers.
4.11.24.925	The Clarus  program shall maintain information about service provider communications.
4.11.24.931	The Clarus  program shall maintain information about service provider access to data.
4.11.24.935	The Clarus  program shall allow potential weather element data providers to request permission to submit weather information.
4.11.24.101	The Clarus  system shall accept data only from sources which data sharing agreements have been established.
