Unique ID	Label	Requirement Statement	Solution Scope	Solution Approach
	HL7 DC 1.7.2.4.03	The solution should provide the ability to capture administrative details (such as insurance information, consents and authorizations for disclosure) as necessary for the referral.	Unknown	Unknown
	HL7 DC 1.7.2.4.04	The solution should present captured referral information.	Unknown	Unknown
	HL7 DC 1.7.2.4.05	The solution should provide the ability to capture completion of a referral appointment.	Unknown	Unknown
	HL7 DC 1.7.2.4.06	The solution should provide diagnosis based clinical guidelines for making a referral.	Unknown	Unknown
	HL7 DC 1.7.2.4.07	The solution should provide order sets for referral preparation.	Unknown	Unknown
	HL7 DC 1.7.2.4.08	The solution should provide the ability to document transfer of care according to organizational policy, scope of practice, and jurisdictional law.	Unknown	Unknown
	DC 1.7.3	Manage Order Sets		
	HL7 DC 1.7.3.01	The solution should provide the ability to present order set(s).	Unknown	Unknown
	HL7 DC 1.7.3.02	The solution should provide the ability to order at the patient level from presented order sets.	Unknown	Unknown
	HL7 DC 1.7.3.03	The solution should provide the ability to record each component of an order set that is ordered.	Unknown	Unknown
	HL7 DC 1.7.3.04	The solution should conform to function DC.2.4.1 (Support for Order Sets).	Unknown	Unknown
	HL7 DC 1.7.3.05	The solution should provide the ability for a provider to choose from among the order sets pertinent to a certain disease or other criteria.	Unknown	Unknown
	DC 1.8	Documentation of Care, Measurements, and Results		
	HL7 DC 1.8.0.01	The solution should conform to function IN.2.2 (Auditable Records).	Unknown	Unknown
	DC 1.8.1	Manage Medication Administration		
3195	HL7 DC 1.8.1.01	The solution should present the list of medications to be administered.	Unknown	Unknown
3196	HL7 DC 1.8.1.02	The solution should display the timing, route of administration, and dose of all medications on the list.	Unknown	Unknown
3197	HL7 DC 1.8.1.03	The solution should display instructions for administration of all medications on the list.	Unknown	Unknown
	HL7 DC 1.8.1.04	The solution should notify the clinician when specific doses are due.	Unknown	Unknown
	HL7 DC 1.8.1.05	The solution should conform to function DC.2.3.1.1 (Support for Drug Interaction Checking) and check and report allergies, drug-drug interactions, and other potential adverse reactions, when new medications are about to be given.	Unknown	Unknown
	HL7 DC 1.8.1.06	The solution should conform to function DC.2.3.1.2 (Support for Patient Specific Dosing and Warnings) and check and report other potential adverse reactions, when new medications are about to be given.	Unknown	Unknown
3198	HL7 DC 1.8.1.07	The solution should provide the ability to capture medication administration details: including timestamps, observations, complications, and reason if medication was not given - in accordance with organizational policy, scope of practice, and jurisdictional law.	Unknown	Unknown
	HL7 DC 1.8.1.08	The solution should securely relate interventions to be administered to the unique identity of the patient.	Unknown	Unknown
	DC 1.8.2	Manage Immunization Administration		
	HL7 DC 1.8.2.01	The solution should provide the ability to recommend required immunizations, and when they are due, during an encounter based on widely accepted immunization schedules.	Unknown	Unknown
	HL7 DC 1.8.2.02	The solution should provide the ability to recommend required immunizations based on patient risk factors.	Unknown	Unknown
	HL7 DC 1.8.2.03	The solution should perform checking for potential adverse or allergic reactions for all immunizations when they are about to be given.	Unknown	Unknown
3199	HL7 DC 1.8.2.04	The solution should provide the ability to capture immunization administration details, including date, type, lot number and manufacturer.	Unknown	Unknown
3200	HL7 DC 1.8.2.05	The solution should provide the ability to capture other clinical data pertinent to the immunization administration (e.g. vital signs).	Unknown	Unknown
	HL7 DC 1.8.2.06	The solution should record as discrete data elements data associated with any immunization.	Unknown	Unknown
	HL7 DC 1.8.2.07	The solution should provide the ability to associate standard codes with discrete data elements associated with an immunization.	Unknown	Unknown
3201	HL7 DC 1.8.2.08	The solution should provide the ability to update the immunization schedule.	Unknown	Unknown
	HL7 DC 1.8.2.09	The solution should provide the ability to prepare a report of a patient‘s immunization history upon request for appropriate authorities such as Public Health departmetn.	Unknown	Unknown
	HL7 DC 1.8.2.10	The solution should conform to function DC.1.4.1 (Manage Allergy, Intolerance and Adverse Reaction Lists).	Unknown	Unknown
3202	HL7 DC 1.8.2.11	The solution should transmit required immunization information to a public health immunization registry.	Unknown	Unknown
	HL7 DC 1.8.2.12	The solution should receive immunization histories from a public health immunization registry.	Unknown	Unknown
	DC 1.8.3	Manage Results		
	HL7 DC 1.8.3.01	The solution should provide the ability to present numerical and non-numerical current and historical test results to the appropriate provider.	Unknown	Unknown
	HL7 DC 1.8.3.02	The solution should provide the ability to filter results for a unique patient.	Unknown	Unknown
	HL7 DC 1.8.3.03	The solution should provide the ability to filter results by factors that supports results management, such as type of test and date range.	Unknown	Unknown
	HL7 DC 1.8.3.04	The solution should indicate normal and abnormal results depending on the data source.	Unknown	Unknown
	HL7 DC 1.8.3.05	The solution should provide the ability to filter lab results by range, e.g. critical, abnormal or normal.	Unknown	Unknown
	HL7 DC 1.8.3.06	The solution should display numerical results in flow sheets, graphical form, and allow comparison of results.	Unknown	Unknown
	HL7 DC 1.8.3.07	The solution should the ability to group tests done on the same day.	Unknown	Unknown
	HL7 DC 1.8.3.08	The solution should notify relevant providers (ordering, copy to) that new results have been received.	Unknown	Unknown
	HL7 DC 1.8.3.09	The solution should provide the ability for the user, to whom a result is presented, to acknowledge the result.	Unknown	Unknown
	HL7 DC 1.8.3.10	The solution should provide the ability to route results to other appropriate care providers, such as nursing home, consulting physicians, etc.	Unknown	Unknown
	HL7 DC 1.8.3.11	The solution should route results to patients by methods such as phone, fax, electronically or letter.	Unknown	Unknown
	HL7 DC 1.8.3.12	The solution should provide the ability for providers to pass on the responsibility to perform follow up actions to other providers.	Unknown	Unknown
	HL7 DC 1.8.3.13	The solution should provide the ability for an authorized user to group results into clinically logical sections.	Unknown	Unknown
	HL7 DC 1.8.3.14	The solution should trigger decision support algorithms from the results.	Unknown	Unknown
	HL7 DC 1.8.3.15	The solution should link the results to a specific order.	Unknown	Unknown
	HL7 DC 1.8.3.16	The solution should provide the ability for providers to annotate a result.	Unknown	Unknown
	HL7 DC 1.8.3.17	The solution should display a link to an image associated with results.	Unknown	Unknown
	DC 1.8.4	Manage Patient Clinical Measurements		
	HL7 DC 1.8.4.01	The solution should capture patient vital signs such as blood pressure, temperature, heart rate, respiratory rate, and severity of pain as discrete elements of structured or unstructured data.	Unknown	Unknown
	HL7 DC 1.8.4.02	The solution should capture psychiatric symptoms and daily functioning as structured or unstructured data	Unknown	Unknown
	HL7 DC 1.8.4.03	The solution should capture other clinical measures such as peak expiratory flow rate, size of lesions, oxygen saturation, height, weight, and body mass index as discrete elements of structured or unstructured data.	Unknown	Unknown
	HL7 DC 1.8.4.04	The solution should compute and display percentile values when data with normative distributions are entered.	Unknown	Unknown
	HL7 DC 1.8.4.05	The solution should provide normal ranges for data based on age and other parameters such as height, weight, ethnic background, gestational age.	Unknown	Unknown
	DC 1.8.5	Manage Clinical Documentation & Notes		
	HL7 DC 1.8.5.01	The solution should provide the ability to capture clinical documentation (henceforth "documentation") including original, update by amendment in order to correct, and addenda.	Unknown	Unknown
	HL7 DC 1.8.5.02	The solution should provide the ability to capture free text documentation.	Unknown	Unknown
	HL7 DC 1.8.5.03	The solution should present documentation templates (structured or free text) to facilitate creating documentation.	Unknown	Unknown
	HL7 DC 1.8.5.04	The solution should provide the ability to view other documentation within the patient's logical record while creating documentation.	Unknown	Unknown
	HL7 DC 1.8.5.05	The solution should provide the ability to associate documentation for a specific patient with a given event, such as an office visit, phone communication, e-mail consult, lab result, etc.	Unknown	Unknown
	HL7 DC 1.8.5.06	The solution should provide the ability to associate documentation with problems and/or diagnoses.	Unknown	Unknown
	HL7 DC 1.8.5.07	The solution should provide the ability to update documentation prior to finalizing it.	Unknown	Unknown
	HL7 DC 1.8.5.08	The solution should provide the ability to finalize a document or note.	Unknown	Unknown
	HL7 DC 1.8.5.09	The solution should provide the ability to attribute record and display the identity of all users contributing to or finalizing a document or note, including the date and time of entry (see appropriate criteria in IN.2.2 (Auditable Records)).	Unknown	Unknown
	HL7 DC 1.8.5.10	The solution should present captured documentation.	Unknown	Unknown
	HL7 DC 1.8.5.11	The solution should provide the ability to filter, search or sort notes.	Unknown	Unknown
	HL7 DC 1.8.5.12	The solution should provide documentation templates for data exchange.	Unknown	Unknown
	DC 1.8.6	Manage Documentation of Clinician Response to Decision Support Prompts		
	HL7 DC 1.8.6.01	The solution should provide the ability to capture clinical decision support prompts and user decisions to accept or override those prompts.	Unknown	Unknown
	HL7 DC 1.8.6.02	The solution should provide the ability to record the reason for variation from the decision support prompt.	Unknown	Unknown
	HL7 DC 1.8.6.03	The solution should provide the ability to display recorded variances upon request by authorized users of the EMR.	Unknown	Unknown
	DC 1.9	Generate & Record Patient-specific instructions		
	HL7 DC 1.9.01	The solution should provide the ability to generate instructions pertinent to the patient for standardized procedures.	Unknown	Unknown
	HL7 DC 1.9.02	The solution should provide the ability to generate instructions pertinent to the patient based on clinical judgment.	Unknown	Unknown
	HL7 DC 1.9.03	The solution should provide the ability to include details on further care such as follow up, return visits and appropriate timing of further care.	Unknown	Unknown
	HL7 DC 1.9.04	The solution should provide the ability to record that instructions were given to the patient.	Unknown	Unknown
	HL7 DC 1.9.05	The solution should provide the ability to record the actual instructions given to the patient or reference the document(s) containing those instructions.	Unknown	Unknown
	HL7 DC 1.9.06	The Generate & Record Patient-Specific Instructions should conform to function IN.2.2 (Auditable Records) requirements.	Unknown	Unknown
DC 2.	Clinical Decision Support			
	HL7 DC 2.0.0.01	"The Clinical Decision Support capabilities should conform to function IN.1.1 (Entity
Authentication) requirements."	Unknown	Unknown
	HL7 DC 2.0.0.02	"The Clinical Decision Support capabilities should conform to function IN.1.2 (Entity
Authorization) requirements."	Unknown	Unknown
	HL7 DC 2.0.0.03	The Clinical Decision Support capabilities should conform to function IN.2.2 (Auditable Records)  requirements.	Unknown	Unknown
	HL7 DC 2.0.0.04	"The Clinical Decision Support capabilities should conform to function IN.1.3 (Entity
Access Control) requirements."	Unknown	Unknown
	HL7 DC 2.0.0.05	The Clinical Decision Support capability should conform to function IN.1.5 (Non-repudiation), to guarantee that the sources and receivers of data cannot deny that they entered/sent/received the data, if the solution is used to enter, modify or exchange data.	Unknown	Unknown
	HL7 DC 2.0.0.06	The  Clinical Decision Support capability should conform to function IN.1.7 (Secure Data Routing), to ensure that the exchange occurs only among authorized senders and receivers.	Unknown	Unknown
	HL7 DC 2.0.0.07	The  Clinical Decision Support capability should conform to function IN.1.8 (Information Attestation), to show authorship and responsibility for the data.	Unknown	Unknown
	HL7 DC 2.0.0.08	"The  Clinical Decision Support capability should conform to function IN.2.1 (Data
Retention, Availability and Destruction)."	Unknown	Unknown
	HL7 DC 2.0.0.09	The  Clinical Decision Support capability should conform to function IN.2.3 (Synchronization).	Unknown	Unknown
	HL7 DC 2.0.0.10	"The  Clinical Decision Support capability should conform to function IN.2.4 (Extraction of Health Record Information), to support data extraction across the complete health record
of an individual."	Unknown	Unknown
	HL7 DC 2.0.0.11	"The  Clinical Decision Support capability should conform to function IN.2.5.1 (Manage
Unstructured Health Record Information), to ensure data integrity through all changes."	Unknown	Unknown
	HL7 DC 2.0.0.12	The  Clinical Decision Support capability should conform to function IN.2.5.2 (Manage Structured Health Record Information), to ensure data integrity through all changes.	Unknown	Unknown
	HL7 DC 2.0.0.13	The  Clinical Decision Support capability should conform to function IN.4.1 (Standard Terminologies and Terminology Models), to support semantic interoperability.	Unknown	Unknown
	HL7 DC 2.0.0.14	The  Clinical Decision Support capability should conform to function IN.4.2 (Maintenance and Versioning of Standard Terminologies), to preserve the semantics of coded data over time.	Unknown	Unknown
	HL7 DC 2.0.0.15	The  Clinical Decision Support capability should conform to function IN.4.3 (Terminology Mapping) requirements.	Unknown	Unknown
	HL7 DC 2.0.0.16	The  Clinical Decision Support capability should conform to function IN.5.1 (Interchange Standards), to support interoperability.	Unknown	Unknown
	HL7 DC 2.0.0.17	The  Clinical Decision Support capability should conform to function IN.5.2 (Interchange Standards Versioning and Maintenance), to accommodate the inevitable evolution of interchange standards.	Unknown	Unknown
	HL7 DC 2.0.0.18	"The  Clinical Decision Support capability should conform to conform to function IN.5.3
(Standards-based Application Integration) requirements."	Unknown	Unknown
	HL7 DC 2.0.0.19	The  Clinical Decision Support capability should conform to function IN.5.4 (Interchange Agreements), to define how the sender and receiver will exchange data, if the solution exchanges data with other solutions outside itself.	Unknown	Unknown
	HL7 DC 2.0.0.20	The Clinical Decision Support capability should conform to function IN.1.9 (Patient Privacy and Confidentiality) requirements.	Unknown	Unknown
	HL7 DC 2.0.0.21	The Clinical Decision Support capability should conform to function IN.2.2 (Auditable Records) requirements.	Unknown	Unknown
	DC 2.1	Manage Health Information to Provide Decision Support		
	HL7 DC 2.1.0.01	The Manage Health Information to Provide Decision Support capabilities should conform to function IN 1.4 (Patient Access Management) requirements.	Unknown	Unknown
	HL7 DC 2.1.0.02	The Manage Health Information to Provide Decision Support capabilities should conform to function IN.1.9 (Patient Privacy and Confidentiality) requirements.	Unknown	Unknown
	HL7 DC 2.1.0.03	The Manage Health Information to Provide Decision Support capabilities should conform to function IN.2.2 (Auditable Records)  requirements.	Unknown	Unknown
	HL7 DC 2.1.0.04	The Manage Health Information to Provide Decision Support capabilities should conform to function IN.3 (Registry and Directory Services) requirements.	Unknown	Unknown
	DC 2.1.1	Support for Standard Assessments		
	HL7 DC 2.1.1.01	The solution should provide the ability to access the standard assessment in the patient record.	Unknown	Unknown
	HL7 DC 2.1.1.02	The solution should provide the ability to access to health standards and practices appropriate to the EMR user’s scope of practice.	Unknown	Unknown
	HL7 DC 2.1.1.03	The solution should provide the ability to compare elements of assessments captured by the clinician and those available as best practices and/or evidence based resources.	Unknown	Unknown
	HL7 DC 2.1.1.04	The solution should provide the ability to derive supplemental assessment data from evidence based standard assessments, practice standards, or other generally accepted, verifiable, and regularly updated standard clinical sources.	Unknown	Unknown
	HL7 DC 2.1.1.05	The solution should provide prompts based on practice standards to recommend additional assessment functions.	Unknown	Unknown
5645	HL7 DC 2.1.1.06	The Support for Standard Assessments capability should conform to function DC.1.4.3 (Manage Problem List) requirements and provide the ability to update the problem list by activating new problems and deactivating old problems as identified by conduct of standard assessments.	Unknown	Unknown
5646	HL7 DC 2.1.1.07	The solution should provide the ability to create standard assessments that correspond to the problem list.	Unknown	Unknown
	HL7 DC 2.1.1.08	"The Support for Standard Assessments capability should conform to function DC 2.1.2
(Support for Patient Context-driven Assessments) requirements."	Unknown	Unknown
	DC 2.1.2	Support for Patient-Driven Assessments		
	HL7 DC 2.1.2.01	The solution should provide the ability to access health assessment data in the patient record.	Unknown	Unknown
	HL7 DC 2.1.2.02	The solution should provide the ability to compare assessment data entered during the encounter and the accessed health evidence based standards and best practices.	Unknown	Unknown
	HL7 DC 2.1.2.03	The solution should provide the ability to compare health data and patient context-driven assessments to practice standards in order to prompt additional testing, possible diagnoses, or adjunctive treatment.	Unknown	Unknown
5647	HL7 DC 2.1.2.04	The solution should provide the ability to correlate assessment data and the data in the patient specific problem list.	Unknown	Unknown
	HL7 DC 2.1.2.05	"The Support for Patient-Driven Assessments should conform to function DC 2.1.1 (Support
for Standard Assessments) requirements."	Unknown	Unknown
	HL7 DC 2.1.2.06	"The Support for Patient-Driven Assessments should conform to function DC.1.5 (Manage
Assessments) requirements."	Unknown	Unknown
	HL7 DC 2.1.2.07	"The Support for Patient-Driven Assessments should conform to function DC.1.4.3
(Manage Problem List) requirements."	Unknown	Unknown
	DC 2.1.3	Support for Identification of Potential Problems & Trends		
	HL7 DC 2.1.3.01	The Support for Identification of Potential Problems & Trends capability should conform to conform to function DC.1.5 (Manage Assessments) requirements and provide the ability to access standard assessment data in the patient record.	Unknown	Unknown
	HL7 DC 2.1.3.02	The solution should provide the ability to access health standards and practices appropriate to the EMR user’s scope of practice at the time of the encounter.	Unknown	Unknown
	HL7 DC 2.1.3.03	The solution should provide the ability to compare patient context-driven assessments and additional health information to best practices in order to identify patient specific growth or development patterns, health trends and potential health problems.	Unknown	Unknown
	HL7 DC 2.1.3.04	The solution should provide the ability to configure rules defining abnormal trends.	Unknown	Unknown
	HL7 DC 2.1.3.05	The solution should prompt the provider with abnormal trends.	Unknown	Unknown
	HL7 DC 2.1.3.06	The solution should prompt the provider for additional assessments, testing or adjunctive treatment.	Unknown	Unknown
	HL7 DC 2.1.3.07	The Support for Identification of Potential Problems & Trends capability should conform to function DC.1.8.6 (Manage Documentation of Clinician Response to Decision Support Prompts). requirements.	Unknown	Unknown
	HL7 DC 2.1.3.08	The solution should provide the ability to integrate health information contained in the record with appropriate teaching materials.	Unknown	Unknown
	HL7 DC 2.1.3.09	The Support for Identification of Potential Problems & Trends capability should conform to function DC 2.2.1.2 (Support for Context-sensitive Care Plans, Guidelines, Protocols) requirements.	Unknown	Unknown
	DC 2.1.4	Support for Patient and Family Preferences		
	HL7 DC 2.1.4.01	The Support for Patient and Family Preferences capability should conform to function DC.1.3.1 (Manage Patient and Family Preferences).	Unknown	Unknown
	HL7 DC 2.1.4.02	The solution should provide for the ability to capture and manage patient and family preferences as they pertain to current treatment plans.	Unknown	Unknown
	HL7 DC 2.1.4.03	The solution should provide the ability to update care guidelines and options relating to documented patient and family preferences, including standards of practice e.g. treatment options for individuals who refuse blood transfusions.	Unknown	Unknown
	HL7 DC 2.1.4.04	The solution should provide the ability to compare care guidelines and options relating to documented patient and family preferences, including standards of practice.	Unknown	Unknown
	HL7 DC 2.1.4.05	The solution should prompt the provider for testing and treatment options based on patient and family preferences and provide the ability to compare to standard practice	Unknown	Unknown
	HL7 DC 2.1.4.06	The solution should provide the ability to integrate preferences with appropriate teaching materials.	Unknown	Unknown
	HL7 DC 2.1.4.07	The solution should provide the ability to integrate necessary documentation of preferences, such as living wills, specific consents or releases	Unknown	Unknown
	HL7 DC 2.1.4.08	The Support for Patient and Family Preferences capability should conform to function DC.1.3.2 (Manage Patient Advance Directives).	Unknown	Unknown
	DC 2.2	Care and Treatment Plans, Guidelines and Protocols		
	HL7 DC 2.2.0.01	The Care and Treatment Plans, Guidelines and Protocols capability should conform to function IN.1.9 (Patient Privacy and Confidentiality).	Unknown	Unknown
	HL7 DC 2.2.0.02	The Care and Treatment Plans, Guidelines and Protocols capability should conform to function IN.2.2 (Auditable Records).	Unknown	Unknown
	DC 2.2.1	Support for Condition Based Care and Treatment Plans, Guidelines, Protocols		
	HL7 DC 2.2.1.01	The Support for Condition Based Care and Treatment Plans, Guidelines, Protocols capability should conform to function IN.1.4 (Patient Access Management).	Unknown	Unknown
	HL7 DC 2.2.1.02	The Support for Condition Based Care and Treatment Plans, Guidelines, Protocols capability should conform to function IN.3 (Registry and Directory Services).	Unknown	Unknown
	DC 2.2.1.1	Support for Standard Care Plans, Guidelines, Protocols		
	HL7 DC 2.2.1.1.01	The Support for Standard Care Plans, Guidelines, Protocols capability should conform to function DC.1.6.1 (Present Guidelines and Protocols for Planning Care) and provide the ability to access standard care plans, protocols and guidelines when requested within the context of a clinical encounter.	Unknown	Unknown
	HL7 DC 2.2.1.1.02	The solution should provide the ability to create and use site specific care plans, protocols, and guidelines.	Unknown	Unknown
	HL7 DC 2.2.1.1.03	The solution should provide the ability to make site-specific modifications to standard care plans, protocols, and guidelines obtained from outside sources.	Unknown	Unknown
	HL7 DC 2.2.1.1.04	The solution should identify, track and provide alerts, notifications and reports about variances from standard care plans, guidelines and protocols.	Unknown	Unknown
	HL7 DC 2.2.1.1.05	The Support for Standard Care Plans, Guidelines, Protocols capability should conform to DC.2.2.1.2 (Support for Context-Sensitive Care Plans, Guidelines, Protocols) requirements.	Unknown	Unknown
	HL7 DC 2.2.1.1.06	The Support for Standard Care Plans, Guidelines, Protocols capability should conform to DC.2.1.1 (Support for Standard Assessments) requirements.	Unknown	Unknown
	DC 2.2.1.2	Support for Context- Sensitive Care Plans, Guidelines, Protocols		
	HL7 DC 2.2.1.2.01	The solution should provide the ability to access care and treatment plans that are sensitive to the context of patient data and assessments.	Unknown	Unknown
	HL7 DC 2.2.1.2.02	The solution should provide the ability to capture care processes across the continuum of care.	Unknown	Unknown
	HL7 DC 2.2.1.2.03	The solution should present care processes from across the continuum of care.	Unknown	Unknown
	HL7 DC 2.2.1.2.04	The solution should provide the ability to document the choice of action in response to care plan suggestions.	Unknown	Unknown
	HL7 DC 2.2.1.2.05	The solution should identify, track and provide alerts, notifications and reports about variances from standard care plans, guidelines and protocols.	Unknown	Unknown
	HL7 DC 2.2.1.2.06	The Support for Context-Sensitive Care Plans, Guidelines, Protocols capability should conform to DC 2.2.1.1 Support for Standard Care Plans, Guidelines, Protocols.	Unknown	Unknown
	HL7 DC 2.2.1.2.07	The Support for Context-Sensitive Care Plans, Guidelines, Protocols capability should conform to DC 2.1.1 Support for Standard Assessments.	Unknown	Unknown
	HL7 DC 2.2.1.2.08	The Support for Context-Sensitive Care Plans, Guidelines, Protocols capability should conform to DC 2.1.2 Support for Patient Context-Driven Assessments.	Unknown	Unknown
	DC 2.2.2	Support Consistent Healthcare Management of Patient Groups or Populations		
	HL7 DC 2.2.2.01	The Support Consistent Healthcare Management of Patient Groups or Populationscapability should conform toDC 2.2.1 Support for Context-Sensitive Care Plans, Guidelines, Protocols requirements.	Unknown	Unknown
	HL7 DC 2.2.2.02	The solution should provide the ability to identify patients eligible for healthcare management protocols based on criteria identified within the protocol.	Unknown	Unknown
	HL7 DC 2.2.2.03	The solution should provide the ability to include or exclude a patient from an existing healthcare management protocol group.	Unknown	Unknown
	HL7 DC 2.2.2.04	The solution should provide the ability to audit compliance of selected populations and groups that are the subjects of healthcare management protocols.	Unknown	Unknown
	HL7 DC 2.2.2.05	The Support Consistent Healthcare Management of Patient Groups or Populations capability should conform to S 2.2.2 Standard Report Generation requirements.	Unknown	Unknown
	HL7 DC 2.2.2.06	The Support Consistent Healthcare Management of Patient Groups or Populations capability should conform to IN 3 Registry & Directory Services requirements.	Unknown	Unknown
	DC 2.2.3	Support for Research Protocols Relative to Individual Patient Care		
	HL7 DC 2.2.3.01	The solution should provide the ability to present protocols for patients enrolled in research studies.	Unknown	Unknown
	HL7 DC 2.2.3.02	The solution should provide the ability to maintain research study protocols.	Unknown	Unknown
	HL7 DC 2.2.3.03	The Support for Research Protocols Relative to Individual Patient Care capability should conform to function S.3.3.1 (Enrollment of Patients), to enable participation in research studies.	Unknown	Unknown
	HL7 DC 2.2.3.04	The solution should provide the ability to identify and track patients participating in research studies.	Unknown	Unknown
	HL7 DC 2.2.3.05	The solution should provide the ability to capture appropriate details of patient condition and response to treatment as required for patients enrolled in research studies.	Unknown	Unknown
	HL7 DC 2.2.3.06	The Support for Research Protocols Relative to Individual Patient Care capability should conform to function S.2.2.2 (Standard Report Generation).	Unknown	Unknown
	HL7 DC 2.2.3.07	The Support for Research Protocols Relative to Individual Patient Care capability should conform to function IN.1.4 (Patient Access Management).	Unknown	Unknown
	HL7 DC 2.2.3.08	The Support for Research Protocols Relative to Individual Patient Care capability should conform to function IN.3 (Registry and Directory Services) if research protocols require standardized transmission of data to/from a registry or directory.	Unknown	Unknown
	DC 2.2.4	Support Self-Care		
	HL7 DC 2.2.4.01	The solution should provide the ability to present patient guidance and reminders appropriate for self-management of clinical conditions.	Unknown	Unknown
	HL7 DC 2.2.4.02	The solution should provide the ability to manage and/or develop patient guidance and reminders related to specific clinical conditions.	Unknown	Unknown
	HL7 DC 2.2.4.03	The Support Self-Care capability should conform to function DC.1.1.3.2 (Capture of Patient Originated Data).	Unknown	Unknown
	HL7 DC 2.2.4.04	The Support Self-Care capability should conform to function DC.1.3.1 (Manage Patient and Family Preferences).	Unknown	Unknown
	HL7 DC 2.2.4.05	The Support Self-Care capability should conform to function IN.1.4 (Patient Access Management).	Unknown	Unknown
	HL7 DC 2.2.4.06	The Support Self-Care capability should conform to function IN.3 (Registry and Directory Services).	Unknown	Unknown
	DC 2.3	Medication & Immunization Management		
	HL7 DC 2.3.0.01	The Medication & Immunization Management capabilities should conform to the IN 1.9 Patient Privacy & Confidentialty requirements.	Unknown	Unknown
	HL7 DC 2.3.0.02	The Medication & Immunization Management capabilities should conform to the IN 2.2 Auditable Records requirements.	Unknown	Unknown
	HL7 DC 2.3.0.03	The Medication & Immunization Managementcapabilities should conform to IN.3 Registry and Directory Services requirements.	Unknown	Unknown
	DC 2.3.1	Support for Medication & Immunization Ordering		
	DC 2.3.1.1	Support for Drug Interaction Checking		
3203	HL7 DC 2.3.1.1.01	The solution should check for and alert providers to interactions between prescribed drugs and medications on the current medication list.	Unknown	Unknown
3204	HL7 DC 2.3.1.1.02	The solution should relate medication allergies to medications to facilitate allergy checking decision support for medication orders.	Unknown	Unknown
3205	HL7 DC 2.3.1.1.03	The solution should provide the ability to document that a provider was presented with and acknowledged a drug interaction warning.	Unknown	Unknown
3206	HL7 DC 2.3.1.1.04	The solution should provide the ability to prescribe a medication despite alerts for interactions and/or allergies being present.	Unknown	Unknown
3207	HL7 DC 2.3.1.1.05	The solution should provide the ability to set the severity level at which warnings should be displayed.	Unknown	Unknown
3208	HL7 DC 2.3.1.1.06	The solution should provide the ability to check for duplicate therapies.	Unknown	Unknown
3209	HL7 DC 2.3.1.1.10	The solution should provide the ability to check medications against a list of drugs noted to be ineffective for the patient in the past.	Unknown	Unknown
3210	HL7 DC 2.3.1.1.11	The solution should identify contraindications between a drug and patient conditions at the time of medication ordering.	Unknown	Unknown
	DC 2.3.1.2	Support for Patient Specific Dosing & Warnings		
3211	HL7 DC 2.3.1.2.01	The solution should provide the ability to identify an appropriate drug dosage range, specific for each known patient condition and parameter at the time of medication ordering.	Unknown	Unknown
3212	HL7 DC 2.3.1.2.02	The solution should provide the ability to automatically alert the provider if contraindications to the ordered dosage range are identified.	Unknown	Unknown
3213	HL7 DC 2.3.1.2.03	The solution should provide the ability for the provider to override a drug dosage warning.	Unknown	Unknown
3214	HL7 DC 2.3.1.2.04	The solution should provide the ability to document reasons for overriding a drug alert or warning at the time of ordering.	Unknown	Unknown
3215	HL7 DC 2.3.1.2.08	The solution should compute drug doses, based on appropriate dosage ranges, using the patient’s body weight.	Unknown	Unknown
	HL7 DC 2.3.1.2.09	The solution should provide the ability to specify an alternative “dosing weight” for the purposes of dose calculation.	Unknown	Unknown
	HL7 DC 2.3.1.2.10	The solution should perform drug dosage functions using any component of a combination drug (e.g., acetaminophen-hydrocodone).	Unknown	Unknown
	HL7 DC 2.3.1.2.11	The solution should provide the ability to record the factors used to calculate the future dose for a given prescription.	Unknown	Unknown
	DC 2.3.1.3	Support for Medication Recommendations		
	HL7 DC 2.3.1.3.01	The Support for Medication Recommendations capability should conform to function DC 2.3.1.2 (Support for Patient-Specific Dosing and Warnings) requirements.	Unknown	Unknown
	HL7 DC 2.3.1.3.02	The solution should present recommendations for medication regimens based on findings related to the patient diagnosis.	Unknown	Unknown
	HL7 DC 2.3.1.3.03	The solution should present alternative treatments in medications on the basis of practice standards, cost, formularies, or protocols.	Unknown	Unknown
	HL7 DC 2.3.1.3.04	The solution should present suggested lab monitoring as appropriate to a particular medication.	Unknown	Unknown
	HL7 DC 2.3.1.3.05	The Support for Medication Recommendations capability should conform to function IN 1.4 Patient Access Management requirements.	Unknown	Unknown
	DC 2.3.2	Support for Medication and Immunization Administration		
	HL7 DC 2.3.2.01	The solution should present information necessary to correctly identify the patient and accurately administer medications and immunizations such as patient name, medication name, strength, dose, route and frequency.	Unknown	Unknown
	HL7 DC 2.3.2.02	The solution should alert providers to potential administration errors such as wrong patient, wrong drug, wrong dose, wrong route and wrong time as it relates to medication and immunizations administration.	Unknown	Unknown
	HL7 DC 2.3.2.03	The solution should alert providers to potential medication administration errors at the point of medication administration.	Unknown	Unknown
	HL7 DC 2.3.2.04	The solution should provide the ability to capture all pertinent details of the medication administration including medication name, strength, dose, route, time of administration, exceptions to administration, and administrator of the medication.	Unknown	Unknown
	HL7 DC 2.3.2.05	The solution should capture the administrator of the immunization and the immunization information identified in DC.1.8.2 (Manage Immunization Administration), Conformance Criteria #4 (The solution should provide the ability to capture immunization administration details, including date, type, lot number and manufacturer).	Unknown	Unknown
