Unique ID	Label	Requirement Statement	Solution Scope	Solution Approach
2441	HIT 170.302 ®(1)	Audit log. —Record actions. Record actions related to electronic health information.	Unknown	Unknown
2442	HIT 170.302 ®(2)	Automatic log-off. Terminate an electronic session after a predetermined time of inactivity.	Unknown	Unknown
	HITECH Requirements			
706	HITECH Breach Notification 00	Covered entities should comply with the breach notification regulations implement provisions of the Health Information Technology for Economic and Clinical Health (HITECH) Act, passed as part of American Recovery and Reinvestment Act of 2009 (ARRA).	Unknown	Unknown
705	HITECH Breach Notification 01	Following a breach of unsecured protected health information covered entities should provide notification of the breach to affected individuals, the Secretary, and, in certain circumstances, to the media.	Unknown	Unknown
704	HITECH Breach Notification 02	Covered entities should provide this individual notice in written form by first-class mail, or alternatively, by e-mail if the affected individual has agreed to receive such notices electronically.	Unknown	Unknown
703	HITECH Breach Notification 03	These individual notifications should be provided without unreasonable delay and in no case later than 60 days following the discovery of a breach and should include, to the extent possible, a description of the breach, a description of the types of information that were involved in the breach, the steps affected individuals should take to protect themselves from potential harm, a brief description of what the covered entity is doing to investigate the breach, mitigate the harm, and prevent further breaches, as well as contact information for the covered entity.	Unknown	Unknown
702	HITECH Breach Notification 04	Covered entities that experience a breach affecting more than 500 residents of a State or jurisdiction are, in addition to notifying the affected individuals, required to provide notice to prominent media outlets serving the State or jurisdiction.	Unknown	Unknown
701	HITECH Breach Notification 05	Covered entities should notify the Secretary of breaches of unsecured protected health information.  Covered entities will notify the Secretary by visiting the HHS web site and filling out and electronically submitting a breach report form.  If a breach affects 500 or more individuals, covered entities should notify the Secretary without unreasonable delay and in no case later than 60 days following a breach.	Unknown	Unknown
700	HITECH Breach Notification 06	If a breach of unsecured protected health information occurs at or by a business associate, the business associate should notify the covered entity following the discovery of the breach.  A business associate should provide notice to the covered entity without unreasonable delay and no later than 60 days from the discovery of the breach.  To the extent possible, the business associate should provide the covered entity with the identification of each individual affected by the breach as well as any information required to be provided by the covered entity in its notification to affected individuals.	Unknown	Unknown
698	HITECH Breach Notification 07	Covered entities and business associates have the burden of proof to demonstrate that all required notifications have been provided or that a use or disclosure of unsecured protected health information did not constitute a breach.	Unknown	Unknown
